TEAM_REF,HOME_BASE,NETWORK_ZONE,DISTANCE_TO_NODE,ASSIGNMENT_NOTE,source_url_x,TRACK,AI_INTENSITY,INNOVATION_SCORE,SPRING_NOTE,source_url_y,PITCH_TRACK,ELIGIBILITY_SCORE,SERVER_CREDITS,PANEL_NOTE,source_url
SC055Blue Match,Stanford Court,UTC west relay,"1,211 m",Distance field kept the archive unit exactly as shown in the facilities pull.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,58.7 gpu-hrs/wk,72.0 / 100,Metrics were pulled after demo day QA and were not unit-normalized.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,86.0 / 100,Awarded: 8 GPU nights,The export kept the committee's original note style and award labels.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC056Gold Match,Berkeley Court,UTC south relay,1.36 km from backbone,Student hub was matched to the nearest sync cabinet used by the incubator.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~47.0 model hrs,69.0 score,Innovation review kept the original mixed score formatting from the incubator export.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,Pitch rating = 88.3,Awarded: 8 GPU nights,Below-cutoff teams remained on the mentoring-only waitlist during the quarter.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC057Arc Match,Mesa Court West,Dorm uplink A,~0.22km,Housing export preserved the original backbone routing label.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,60.9 builder hours,60.1 / 100,Usage load reflects model prototyping during the winter and spring build cycle.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,82.3 score,Waitlist / mentor hours,Teams at or above 85 automatically received overnight server credits.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC058Bridge Match,Middle Earth Towers,Residential switch B,Distance: 374 meters,Administrative placement log was finalized before spring showcase scoring.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,44.4 gpu-hrs/wk,57.5 score,Archive note says a hackathon week may have inflated some compute logs.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,panel avg 84.3,Waitlist / mentor hours,Panel archived exact pitch scores without rounding to whole points.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC059Open Match,Campus Village,Student village relay,0.61 km | fiber hop,Distance field kept the archive unit exactly as shown in the facilities pull.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~59.5 model hrs,70.0 / 100,Metrics were pulled after demo day QA and were not unit-normalized.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,86.5 points,Awarded: 8 GPU nights,The export kept the committee's original note style and award labels.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC060Signal Match,Plaza Verde,ACC uplink east,861 meters (sync route),Student hub was matched to the nearest sync cabinet used by the incubator.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,53.7 builder hours,69.7 score,Innovation review kept the original mixed score formatting from the incubator export.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,Score: 87.9 pts,Awarded: 8 GPU nights,Below-cutoff teams remained on the mentoring-only waitlist during the quarter.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC061Anteater Board,Arroyo Vista,Greek village relay,872 m,Housing export preserved the original backbone routing label.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,56.7 gpu-hrs/wk,61.0 / 100,Usage load reflects model prototyping during the winter and spring build cycle.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,81.7 / 100,Waitlist / mentor hours,Teams at or above 85 automatically received overnight server credits.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC062Mesa Board,Verano Place,Graduate housing switch,0.98 km from backbone,Administrative placement log was finalized before spring showcase scoring.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~43.9 model hrs,69.0 score,Archive note says a hackathon week may have inflated some compute logs.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,Pitch rating = 88.3,Awarded: 8 GPU nights,Panel archived exact pitch scores without rounding to whole points.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC063Zot Board,Stanford Court,UTC west relay,~1.17km,Distance field kept the archive unit exactly as shown in the facilities pull.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,41.7 builder hours,69.0 / 100,Metrics were pulled after demo day QA and were not unit-normalized.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,87.3 score,Awarded: 8 GPU nights,The export kept the committee's original note style and award labels.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC064Bren Board,Berkeley Court,UTC south relay,"Distance: 1,485 meters",Student hub was matched to the nearest sync cabinet used by the incubator.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,49.9 gpu-hrs/wk,71.6 score,Innovation review kept the original mixed score formatting from the incubator export.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,panel avg 93.2,Awarded: 8 GPU nights,Below-cutoff teams remained on the mentoring-only waitlist during the quarter.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC065Petr Board,Mesa Court West,Dorm uplink A,0.15 km | fiber hop,Housing export preserved the original backbone routing label.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~56.3 model hrs,57.9 / 100,Usage load reflects model prototyping during the winter and spring build cycle.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,81.2 points,Waitlist / mentor hours,Teams at or above 85 automatically received overnight server credits.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC066Ring Board,Middle Earth Towers,Residential switch B,345 meters (sync route),Administrative placement log was finalized before spring showcase scoring.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,69.0 builder hours,77.5 score,Archive note says a hackathon week may have inflated some compute logs.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,Score: 95.6 pts,Awarded: 8 GPU nights,Panel archived exact pitch scores without rounding to whole points.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC067Blue Board,Campus Village,Student village relay,629 m,Distance field kept the archive unit exactly as shown in the facilities pull.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,55.1 gpu-hrs/wk,59.1 / 100,Metrics were pulled after demo day QA and were not unit-normalized.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,82.2 / 100,Waitlist / mentor hours,The export kept the committee's original note style and award labels.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC068Gold Board,Plaza Verde,ACC uplink east,0.71 km from backbone,Student hub was matched to the nearest sync cabinet used by the incubator.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~57.1 model hrs,72.7 score,Innovation review kept the original mixed score formatting from the incubator export.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,Pitch rating = 92.4,Awarded: 8 GPU nights,Below-cutoff teams remained on the mentoring-only waitlist during the quarter.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC069Arc Board,Arroyo Vista,Greek village relay,~0.76km,Housing export preserved the original backbone routing label.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,41.7 builder hours,57.0 / 100,Usage load reflects model prototyping during the winter and spring build cycle.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,84.8 score,Waitlist / mentor hours,Teams at or above 85 automatically received overnight server credits.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC070Bridge Board,Verano Place,Graduate housing switch,Distance: 947 meters,Administrative placement log was finalized before spring showcase scoring.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Campus Commerce,50.8 gpu-hrs/wk,61.0 score,Archive note says a hackathon week may have inflated some compute logs.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Campus Commerce,panel avg 84.7,Waitlist / mentor hours,Panel archived exact pitch scores without rounding to whole points.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC071Open Board,Stanford Court,UTC west relay,1.20 km | fiber hop,Distance field kept the archive unit exactly as shown in the facilities pull.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Creator Tools,~32.5 model hrs,57.0 / 100,Metrics were pulled after demo day QA and were not unit-normalized.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Creator Tools,80.0 points,Waitlist / mentor hours,The export kept the committee's original note style and award labels.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
SC072Signal Board,Berkeley Court,UTC south relay,"1,468 meters (sync route)",Student hub was matched to the nearest sync cabinet used by the incubator.,https://bana290-assignment4.netlify.app/briefs/fiber-access-bulletin,Mobility,37.9 builder hours,69.0 score,Innovation review kept the original mixed score formatting from the incubator export.,https://bana290-assignment4.netlify.app/briefs/builder-metrics-ledger,Mobility,Score: 86.3 pts,Awarded: 8 GPU nights,Below-cutoff teams remained on the mentoring-only waitlist during the quarter.,https://bana290-assignment4.netlify.app/briefs/anteater-fund-panel
